Stand;Satzart;Wahlkreisnr;Kreisnr;Gemeindenr;Wahlbezirksnr;Name;Gemeinde mit eigenem Briefwahlbezirk;abgebend nach Gemeinde/Wahlbezirk;aufnehmend von Gemeinde/Wahlbezirk;Anzahl Wahlbezirke;;Wahlberechtigte;Wähler;Wahlbeteiligung;Erststimmen;;Zweitstimmen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;insgesamt;erfasst;;;;ungültige;gültige;ungültige;gültige;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Zweitstimmen;;Erststimmen;;Erststimmen;
;;;;;;;;;;;;;;;;;;;AfD;;AfD;;SPD;;SPD;;CDU;;CDU;;Die Linke;;Die Linke;;FDP;;FDP;;GRÜNE;;GRÜNE;;FREIE WÄHLER;;FREIE WÄHLER;;Volt;;Volt;;MLPD;;MLPD;;BÜNDNIS DEUTSCHLAND;;BÜNDNIS DEUTSCHLAND;;BSW;;BSW;;Einzelbewerber;;Einzelbewerber;
;;;;;;;;;;;;;;;;;;;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%;absolut;%
V;G;188;65;067;0000;Sondershausen, Stadt;x;;;25;25;16708;12871; 77,0;110;12761;95;12776;5420; 42,5;5290; 41,4;1260; 9,9;1187; 9,3;2637; 20,7;2305; 18,0;1830; 14,3;1913; 15,0;305; 2,4;381; 3,0;199; 1,6;280; 2,2;-;-;114; 0,9;-;-;35; 0,3;40; 0,3;27; 0,2;-;-;22; 0,2;1070; 8,4;1222; 9,6;-;-;-;-
V;;188;65;067;0001;Stadtmitte - Ost;;;;1;1;1212;690; 56,9;4;686;6;684;324; 47,2;317; 46,3;53; 7,7;56; 8,2;125; 18,2;107; 15,6;105; 15,3;97; 14,2;10; 1,5;18; 2,6;11; 1,6;15; 2,2;-;-;-;-;-;-;4; 0,6;1; 0,1;2; 0,3;-;-;3; 0,4;57; 8,3;65; 9,5;-;-;-;-
V;;188;65;067;0002;Stadtzentrum;;;;1;1;984;408; 41,5;3;405;3;405;202; 49,9;204; 50,4;49; 12,1;47; 11,6;53; 13,1;45; 11,1;54; 13,3;55; 13,6;7; 1,7;7; 1,7;11; 2,7;11; 2,7;-;-;1; 0,2;-;-;4; 1,0;1; 0,2;1; 0,2;-;-;-;-;28; 6,9;30; 7,4;-;-;-;-
V;;188;65;067;0003;Stadtmitte Süd I;;;;1;1;1516;771; 50,9;5;766;8;763;343; 44,8;330; 43,3;53; 6,9;50; 6,6;165; 21,5;138; 18,1;121; 15,8;116; 15,2;16; 2,1;24; 3,1;8; 1,0;21; 2,8;-;-;6; 0,8;-;-;2; 0,3;3; 0,4;-;-;-;-;1; 0,1;57; 7,4;75; 9,8;-;-;-;-
V;;188;65;067;0004;Stadtmitte West;;;;1;1;1216;672; 55,3;8;664;6;666;276; 41,6;274; 41,1;51; 7,7;48; 7,2;139; 20,9;118; 17,7;106; 16,0;106; 15,9;16; 2,4;28; 4,2;12; 1,8;12; 1,8;-;-;3; 0,5;-;-;1; 0,2;2; 0,3;1; 0,2;-;-;1; 0,2;62; 9,3;74; 11,1;-;-;-;-
V;;188;65;067;0005;SDH - Franzberg;;;;1;1;1297;777; 59,9;8;769;6;771;352; 45,8;351; 45,5;71; 9,2;68; 8,8;149; 19,4;117; 15,2;107; 13,9;104; 13,5;21; 2,7;27; 3,5;9; 1,2;23; 3,0;-;-;3; 0,4;-;-;1; 0,1;1; 0,1;2; 0,3;-;-;1; 0,1;59; 7,7;74; 9,6;-;-;-;-
V;;188;65;067;0006;SDH - Bebra;;;;1;1;633;378; 59,7;3;375;-;378;175; 46,7;172; 45,5;35; 9,3;39; 10,3;76; 20,3;61; 16,1;46; 12,3;42; 11,1;14; 3,7;12; 3,2;6; 1,6;8; 2,1;-;-;5; 1,3;-;-;1; 0,3;1; 0,3;-;-;-;-;1; 0,3;22; 5,9;37; 9,8;-;-;-;-
V;;188;65;067;0007;SDH - Jecha;;;;1;1;1483;915; 61,7;13;902;13;902;454; 50,3;446; 49,4;73; 8,1;71; 7,9;155; 17,2;143; 15,9;128; 14,2;128; 14,2;15; 1,7;20; 2,2;4; 0,4;14; 1,6;-;-;9; 1,0;-;-;-;-;2; 0,2;1; 0,1;-;-;1; 0,1;71; 7,9;69; 7,6;-;-;-;-
V;;188;65;067;0008;SDH - Stockhausen;;;;1;1;1444;909; 63,0;6;903;5;904;431; 47,7;426; 47,1;79; 8,7;74; 8,2;196; 21,7;161; 17,8;91; 10,1;98; 10,8;25; 2,8;31; 3,4;13; 1,4;15; 1,7;-;-;5; 0,6;-;-;5; 0,6;2; 0,2;1; 0,1;-;-;2; 0,2;66; 7,3;86; 9,5;-;-;-;-
V;;188;65;067;0009;SDH - Borntal;;;;1;1;1095;565; 51,6;13;552;12;553;261; 47,3;251; 45,4;66; 12,0;57; 10,3;83; 15,0;66; 11,9;80; 14,5;94; 17,0;13; 2,4;17; 3,1;10; 1,8;12; 2,2;-;-;8; 1,4;-;-;3; 0,5;3; 0,5;2; 0,4;-;-;-;-;36; 6,5;43; 7,8;-;-;-;-
V;;188;65;067;0010;Stadtmitte Süd II;;;;1;1;727;391; 53,8;-;391;-;391;171; 43,7;167; 42,7;50; 12,8;42; 10,7;67; 17,1;60; 15,3;63; 16,1;68; 17,4;9; 2,3;11; 2,8;9; 2,3;11; 2,8;-;-;3; 0,8;-;-;1; 0,3;-;-;-;-;-;-;-;-;22; 5,6;28; 7,2;-;-;-;-
V;;188;65;067;0011;SDH - Hasenholz/Östertal;;;;1;1;830;425; 51,2;5;420;6;419;238; 56,7;228; 54,4;33; 7,9;29; 6,9;50; 11,9;45; 10,7;61; 14,5;64; 15,3;5; 1,2;9; 2,1;2; 0,5;3; 0,7;-;-;2; 0,5;-;-;1; 0,2;3; 0,7;1; 0,2;-;-;-;-;28; 6,7;37; 8,8;-;-;-;-
V;;188;65;067;0012;SDH - Berka;;;;1;1;723;527; 72,9;1;526;1;526;301; 57,2;295; 56,1;31; 5,9;36; 6,8;93; 17,7;80; 15,2;45; 8,6;44; 8,4;21; 4,0;27; 5,1;6; 1,1;7; 1,3;-;-;3; 0,6;-;-;1; 0,2;1; 0,2;1; 0,2;-;-;-;-;28; 5,3;32; 6,1;-;-;-;-
V;;188;65;067;0013;SDH - Großfurra;;;;1;1;999;641; 64,2;4;637;7;634;304; 47,7;295; 46,5;52; 8,2;55; 8,7;115; 18,1;105; 16,6;104; 16,3;94; 14,8;16; 2,5;20; 3,2;4; 0,6;6; 0,9;-;-;5; 0,8;-;-;1; 0,2;2; 0,3;-;-;-;-;1; 0,2;40; 6,3;52; 8,2;-;-;-;-
V;;188;65;067;0014;SDH - Oberspier;;;;1;1;372;258; 69,4;3;255;2;256;115; 45,1;111; 43,4;16; 6,3;13; 5,1;64; 25,1;60; 23,4;34; 13,3;37; 14,5;2; 0,8;6; 2,3;1; 0,4;2; 0,8;-;-;4; 1,6;-;-;-;-;1; 0,4;1; 0,4;-;-;1; 0,4;22; 8,6;21; 8,2;-;-;-;-
V;;188;65;067;0015;SDH - Großberndten;;;;1;1;260;178; 68,5;2;176;1;177;87; 49,4;88; 49,7;16; 9,1;14; 7,9;42; 23,9;40; 22,6;15; 8,5;19; 10,7;3; 1,7;3; 1,7;-;-;-;-;-;-;1; 0,6;-;-;-;-;-;-;-;-;-;-;-;-;13; 7,4;12; 6,8;-;-;-;-
V;;188;65;067;0016;SDH - Himmelsberg;;;;1;1;119;97; 81,5;-;97;1;96;44; 45,4;42; 43,8;14; 14,4;8; 8,3;19; 19,6;21; 21,9;8; 8,2;8; 8,3;2; 2,1;4; 4,2;1; 1,0;3; 3,1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9; 9,3;10; 10,4;-;-;-;-
V;;188;65;067;0017;SDH - Hohenebra;;;;1;1;372;223; 59,9;1;222;1;222;94; 42,3;87; 39,2;22; 9,9;21; 9,5;37; 16,7;34; 15,3;44; 19,8;44; 19,8;3; 1,4;5; 2,3;2; 0,9;1; 0,5;-;-;4; 1,8;-;-;-;-;2; 0,9;1; 0,5;-;-;1; 0,5;18; 8,1;24; 10,8;-;-;-;-
V;;188;65;067;0018;SDH - Immenrode;;;;1;1;287;204; 71,1;-;204;-;204;87; 42,6;83; 40,7;21; 10,3;17; 8,3;49; 24,0;49; 24,0;24; 11,8;26; 12,7;6; 2,9;9; 4,4;-;-;1; 0,5;-;-;1; 0,5;-;-;2; 1,0;1; 0,5;1; 0,5;-;-;-;-;16; 7,8;15; 7,4;-;-;-;-
V;;188;65;067;0019;SDH - Kleinberndten;;;;1;1;194;140; 72,2;1;139;1;139;71; 51,1;69; 49,6;9; 6,5;9; 6,5;18; 12,9;16; 11,5;18; 12,9;17; 12,2;4; 2,9;4; 2,9;5; 3,6;5; 3,6;-;-;-;-;-;-;1; 0,7;1; 0,7;2; 1,4;-;-;-;-;13; 9,4;16; 11,5;-;-;-;-
V;;188;65;067;0020;SDH - Schernberg;;;;1;1;633;443; 70,0;5;438;4;439;238; 54,3;230; 52,4;26; 5,9;25; 5,7;90; 20,5;85; 19,4;35; 8,0;35; 8,0;16; 3,7;13; 3,0;2; 0,5;2; 0,5;-;-;12; 2,7;-;-;-;-;3; 0,7;-;-;-;-;1; 0,2;28; 6,4;36; 8,2;-;-;-;-
V;;188;65;067;0021;SDH - Straußberg;;;;1;1;59;31; 52,5;1;30;2;29;17; 56,7;14; 48,3;-;-;1; 3,4;8; 26,7;5; 17,2;3; 10,0;3; 10,3;-;-;3; 10,3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2; 6,7;3; 10,3;-;-;-;-
V;;188;65;067;0022;SDH - Thalebra;;;;1;1;253;181; 71,5;-;181;-;181;80; 44,2;79; 43,6;10; 5,5;8; 4,4;39; 21,5;32; 17,7;28; 15,5;28; 15,5;3; 1,7;3; 1,7;6; 3,3;6; 3,3;-;-;7; 3,9;-;-;-;-;-;-;-;-;-;-;-;-;15; 8,3;18; 9,9;-;-;-;-
V;;188;65;067;9032;Briefwahlvorstand I;;;;1;1;-;915;-;6;909;3;912;268; 29,5;256; 28,1;112; 12,3;113; 12,4;239; 26,3;210; 23,0;145; 16,0;161; 17,7;29; 3,2;28; 3,1;21; 2,3;25; 2,7;-;-;7; 0,8;-;-;1; 0,1;4; 0,4;5; 0,5;-;-;2; 0,2;91; 10,0;104; 11,4;-;-;-;-
V;;188;65;067;9033;Briefwahlvorstand II;;;;1;1;-;1158;-;8;1150;3;1155;278; 24,2;274; 23,7;167; 14,5;142; 12,3;305; 26,5;272; 23,5;209; 18,2;233; 20,2;32; 2,8;28; 2,4;22; 1,9;41; 3,5;-;-;15; 1,3;-;-;3; 0,3;3; 0,3;1; 0,1;-;-;5; 0,4;134; 11,7;141; 12,2;-;-;-;-
V;;188;65;067;9034;Briefwahlvorstand III;;;;1;1;-;974;-;10;964;4;970;209; 21,7;201; 20,7;151; 15,7;144; 14,8;261; 27,1;235; 24,2;156; 16,2;192; 19,8;17; 1,8;24; 2,5;34; 3,5;36; 3,7;-;-;10; 1,0;-;-;3; 0,3;3; 0,3;4; 0,4;-;-;1; 0,1;133; 13,8;120; 12,4;-;-;-;-
V;G;188;65;074;0000;Topfstedt;;;;2;2;461;343; 74,4;9;334;7;336;165; 49,4;155; 46,1;22; 6,6;24; 7,1;60; 18,0;50; 14,9;47; 14,1;52; 15,5;12; 3,6;10; 3,0;1; 0,3;2; 0,6;-;-;5; 1,5;-;-;-;-;1; 0,3;-;-;-;-;1; 0,3;26; 7,8;37; 11,0;-;-;-;-
V;;188;65;074;0001;Niedertopfstedt;;;;1;1;234;185; 79,1;6;179;5;180;91; 50,8;84; 46,7;8; 4,5;8; 4,4;27; 15,1;25; 13,9;24; 13,4;26; 14,4;8; 4,5;5; 2,8;1; 0,6;2; 1,1;-;-;5; 2,8;-;-;-;-;1; 0,6;-;-;-;-;1; 0,6;19; 10,6;24; 13,3;-;-;-;-
V;;188;65;074;0002;Obertopfstedt;;;;1;1;227;158; 69,6;3;155;2;156;74; 47,7;71; 45,5;14; 9,0;16; 10,3;33; 21,3;25; 16,0;23; 14,8;26; 16,7;4; 2,6;5; 3,2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7; 4,5;13; 8,3;-;-;-;-
V;G;188;65;075;0000;Trebra;;;;1;1;243;179; 73,7;1;178;1;178;84; 47,2;80; 44,9;31; 17,4;27; 15,2;25; 14,0;20; 11,2;26; 14,6;32; 18,0;2; 1,1;3; 1,7;-;-;3; 1,7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1; 0,6;10; 5,6;12; 6,7;-;-;-;-
V;;188;65;075;0001;Trebra;;;;1;1;243;179; 73,7;1;178;1;178;84; 47,2;80; 44,9;31; 17,4;27; 15,2;25; 14,0;20; 11,2;26; 14,6;32; 18,0;2; 1,1;3; 1,7;-;-;3; 1,7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1; 0,6;10; 5,6;12; 6,7;-;-;-;-
V;G;188;65;077;0000;Wasserthaleben;;;;1;1;310;201; 64,8;2;199;2;199;107; 53,8;103; 51,8;8; 4,0;10; 5,0;36; 18,1;33; 16,6;27; 13,6;28; 14,1;7; 3,5;5; 2,5;-;-;-;-;-;-;2; 1,0;-;-;-;-;1; 0,5;1; 0,5;-;-;-;-;13; 6,5;17; 8,5;-;-;-;-
V;;188;65;077;0001;Wasserthaleben;;;;1;1;310;201; 64,8;2;199;2;199;107; 53,8;103; 51,8;8; 4,0;10; 5,0;36; 18,1;33; 16,6;27; 13,6;28; 14,1;7; 3,5;5; 2,5;-;-;-;-;-;-;2; 1,0;-;-;-;-;1; 0,5;1; 0,5;-;-;-;-;13; 6,5;17; 8,5;-;-;-;-
V;G;188;65;079;0000;Westgreußen;;;;1;1;297;225; 75,8;3;222;2;223;93; 41,9;90; 40,4;29; 13,1;26; 11,7;58; 26,1;49; 22,0;17; 7,7;21; 9,4;4; 1,8;7; 3,1;7; 3,2;8; 3,6;-;-;6; 2,7;-;-;2; 0,9;-;-;-;-;-;-;1; 0,4;14; 6,3;13; 5,8;-;-;-;-
V;;188;65;079;0001;Westgreußen;;;;1;1;297;225; 75,8;3;222;2;223;93; 41,9;90; 40,4;29; 13,1;26; 11,7;58; 26,1;49; 22,0;17; 7,7;21; 9,4;4; 1,8;7; 3,1;7; 3,2;8; 3,6;-;-;6; 2,7;-;-;2; 0,9;-;-;-;-;-;-;1; 0,4;14; 6,3;13; 5,8;-;-;-;-
V;G;188;65;085;0000;Kyffhäuserland;x;;;9;9;3171;2533; 79,9;28;2505;25;2508;1238; 49,4;1214; 48,4;173; 6,9;180; 7,2;489; 19,5;425; 16,9;316; 12,6;319; 12,7;51; 2,0;61; 2,4;38; 1,5;45; 1,8;-;-;26; 1,0;-;-;-;-;3; 0,1;1; 0,0;-;-;6; 0,2;197; 7,9;231; 9,2;-;-;-;-
V;;188;65;085;0001;Badra   1;;;;1;1;419;300; 71,6;2;298;2;298;146; 49,0;144; 48,3;29; 9,7;26; 8,7;66; 22,1;61; 20,5;25; 8,4;22; 7,4;9; 3,0;12; 4,0;4; 1,3;5; 1,7;-;-;1; 0,3;-;-;-;-;-;-;-;-;-;-;1; 0,3;19; 6,4;26; 8,7;-;-;-;-
V;;188;65;085;0002;Bendeleben  1;;;;1;1;512;294; 57,4;2;292;2;292;148; 50,7;144; 49,3;19; 6,5;21; 7,2;67; 22,9;57; 19,5;34; 11,6;34; 11,6;3; 1,0;4; 1,4;3; 1,0;4; 1,4;-;-;4; 1,4;-;-;-;-;-;-;-;-;-;-;-;-;18; 6,2;24; 8,2;-;-;-;-
V;;188;65;085;0003;Göllingen  1;;;;1;1;491;294; 59,9;5;289;6;288;168; 58,1;169; 58,7;9; 3,1;12; 4,2;55; 19,0;47; 16,3;33; 11,4;30; 10,4;5; 1,7;7; 2,4;1; 0,3;1; 0,3;-;-;3; 1,0;-;-;-;-;1; 0,3;1; 0,3;-;-;1; 0,3;17; 5,9;17; 5,9;-;-;-;-
V;;188;65;085;0004;Günserode  1;;;;1;1;129;95; 73,6;-;95;1;94;61; 64,2;60; 63,8;6; 6,3;3; 3,2;7; 7,4;5; 5,3;9; 9,5;8; 8,5;1; 1,1;2; 2,1;-;-;-;-;-;-;3; 3,2;-;-;-;-;-;-;-;-;-;-;-;-;11; 11,6;13; 13,8;-;-;-;-
V;;188;65;085;0005;Hachelbich  1;;;;1;1;467;290; 62,1;3;287;2;288;127; 44,3;120; 41,7;15; 5,2;17; 5,9;51; 17,8;49; 17,0;59; 20,6;56; 19,4;9; 3,1;10; 3,5;7; 2,4;7; 2,4;-;-;2; 0,7;-;-;-;-;-;-;-;-;-;-;-;-;19; 6,6;27; 9,4;-;-;-;-
V;;188;65;085;0006;Rottleben  1;;;;1;1;478;310; 64,9;3;307;4;306;174; 56,7;172; 56,2;22; 7,2;27; 8,8;46; 15,0;36; 11,8;24; 7,8;25; 8,2;2; 0,7;1; 0,3;7; 2,3;6; 2,0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1; 0,3;32; 10,4;38; 12,4;-;-;-;-
V;;188;65;085;0007;Seega  1;;;;1;1;324;222; 68,5;3;219;2;220;125; 57,1;119; 54,1;22; 10,0;23; 10,5;25; 11,4;21; 9,5;26; 11,9;34; 15,5;5; 2,3;4; 1,8;2; 0,9;3; 1,4;-;-;4; 1,8;-;-;-;-;-;-;-;-;-;-;1; 0,5;14; 6,4;11; 5,0;-;-;-;-
V;;188;65;085;0008;Steinthaleben  1;;;;1;1;351;250; 71,2;2;248;2;248;128; 51,6;125; 50,4;12; 4,8;14; 5,6;47; 19,0;36; 14,5;37; 14,9;33; 13,3;7; 2,8;10; 4,0;1; 0,4;2; 0,8;-;-;4; 1,6;-;-;-;-;-;-;-;-;-;-;1; 0,4;16; 6,5;23; 9,3;-;-;-;-
V;;188;65;085;9000;Briefwahl;;;;1;1;-;478;-;8;470;4;474;161; 34,3;161; 34,0;39; 8,3;37; 7,8;125; 26,6;113; 23,8;69; 14,7;77; 16,2;10; 2,1;11; 2,3;13; 2,8;17; 3,6;-;-;5; 1,1;-;-;-;-;2; 0,4;-;-;-;-;1; 0,2;51; 10,9;52; 11,0;-;-;-;-
V;G;188;65;086;0000;Artern, Stadt;;;;6;6;5247;2788; 53,1;20;2768;19;2769;1383; 50,0;1345; 48,6;222; 8,0;202; 7,3;412; 14,9;377; 13,6;424; 15,3;426; 15,4;54; 2,0;69; 2,5;46; 1,7;33; 1,2;-;-;19; 0,7;-;-;8; 0,3;7; 0,3;6; 0,2;-;-;5; 0,2;220; 7,9;279; 10,1;-;-;-;-
V;;188;65;086;0001;Artern 1 Bürgerhaus;;;;1;1;1233;604; 49,0;3;601;3;601;285; 47,4;284; 47,3;50; 8,3;51; 8,5;99; 16,5;85; 14,1;100; 16,6;93; 15,5;11; 1,8;15; 2,5;12; 2,0;7; 1,2;-;-;2; 0,3;-;-;2; 0,3;1; 0,2;1; 0,2;-;-;1; 0,2;43; 7,2;60; 10,0;-;-;-;-
V;;188;65;086;0002;Artern 2 Oberer Hof;;;;1;1;1295;659; 50,9;7;652;6;653;333; 51,1;319; 48,9;58; 8,9;51; 7,8;69; 10,6;70; 10,7;116; 17,8;109; 16,7;10; 1,5;11; 1,7;16; 2,5;10; 1,5;-;-;6; 0,9;-;-;1; 0,2;4; 0,6;4; 0,6;-;-;2; 0,3;46; 7,1;70; 10,7;-;-;-;-
V;;188;65;086;0003;Artern 3 Turnhalle;;;;1;1;1454;714; 49,1;4;710;4;710;345; 48,6;336; 47,3;64; 9,0;51; 7,2;119; 16,8;107; 15,1;105; 14,8;116; 16,3;14; 2,0;22; 3,1;9; 1,3;7; 1,0;-;-;4; 0,6;-;-;-;-;2; 0,3;1; 0,1;-;-;1; 0,1;52; 7,3;65; 9,2;-;-;-;-
V;;188;65;086;0004;Artern 4 Schönfeld;;;;1;1;158;100; 63,3;-;100;-;100;38; 38,0;37; 37,0;8; 8,0;8; 8,0;27; 27,0;22; 22,0;22; 22,0;25; 25,0;2; 2,0;3; 3,0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3; 3,0;5; 5,0;-;-;-;-
V;;188;65;086;0005;Artern 5 Heygendorf;;;;1;1;431;275; 63,8;4;271;3;272;138; 50,9;135; 49,6;19; 7,0;16; 5,9;36; 13,3;32; 11,8;27; 10,0;30; 11,0;8; 3,0;7; 2,6;3; 1,1;4; 1,5;-;-;3; 1,1;-;-;4; 1,5;-;-;-;-;-;-;-;-;40; 14,8;41; 15,1;-;-;-;-
V;;188;65;086;0006;Artern 6 Voigtstedt;;;;1;1;676;436; 64,5;2;434;3;433;244; 56,2;234; 54,0;23; 5,3;25; 5,8;62; 14,3;61; 14,1;54; 12,4;53; 12,2;9; 2,1;11; 2,5;6; 1,4;5; 1,2;-;-;4; 0,9;-;-;1; 0,2;-;-;-;-;-;-;1; 0,2;36; 8,3;38; 8,8;-;-;-;-
V;G;188;65;087;0000;Roßleben-Wiehe, Stadt;x;;;12;12;5995;4653; 77,6;54;4599;51;4602;2040; 44,4;1981; 43,0;437; 9,5;403; 8,8;924; 20,1;776; 16,9;629; 13,7;695; 15,1;116; 2,5;141; 3,1;60; 1,3;77; 1,7;-;-;47; 1,0;-;-;28; 0,6;9; 0,2;6; 0,1;-;-;12; 0,3;384; 8,3;436; 9,5;-;-;-;-
V;;188;65;087;0001;Roßleben  1;;;;1;1;729;394; 54,0;9;385;9;385;162; 42,1;158; 41,0;51; 13,2;39; 10,1;81; 21,0;71; 18,4;55; 14,3;70; 18,2;10; 2,6;13; 3,4;1; 0,3;2; 0,5;-;-;2; 0,5;-;-;-;-;-;-;-;-;-;-;-;-;25; 6,5;30; 7,8;-;-;-;-
V;;188;65;087;0002;Roßleben  2;;;;1;1;1050;543; 51,7;3;540;3;540;249; 46,1;238; 44,1;66; 12,2;59; 10,9;89; 16,5;80; 14,8;78; 14,4;92; 17,0;21; 3,9;23; 4,3;1; 0,2;3; 0,6;-;-;6; 1,1;-;-;-;-;-;-;-;-;-;-;1; 0,2;36; 6,7;38; 7,0;-;-;-;-
V;;188;65;087;0003;Roßleben  3;;;;1;1;782;477; 61,0;5;472;3;474;244; 51,7;230; 48,5;38; 8,1;37; 7,8;80; 16,9;62; 13,1;63; 13,3;74; 15,6;8; 1,7;11; 2,3;5; 1,1;8; 1,7;-;-;4; 0,8;-;-;-;-;-;-;2; 0,4;-;-;2; 0,4;34; 7,2;44; 9,3;-;-;-;-
V;;188;65;087;0004;Bottendorf  1;;;;1;1;730;492; 67,4;3;489;3;489;228; 46,6;227; 46,4;32; 6,5;34; 7,0;91; 18,6;74; 15,1;68; 13,9;64; 13,1;16; 3,3;17; 3,5;4; 0,8;5; 1,0;-;-;5; 1,0;-;-;11; 2,2;1; 0,2;-;-;-;-;-;-;49; 10,0;52; 10,6;-;-;-;-
V;;188;65;087;0005;Schönewerda  1;;;;1;1;463;314; 67,8;2;312;3;311;177; 56,7;172; 55,3;21; 6,7;17; 5,5;53; 17,0;46; 14,8;21; 6,7;24; 7,7;7; 2,2;6; 1,9;5; 1,6;5; 1,6;-;-;6; 1,9;-;-;-;-;2; 0,6;-;-;-;-;2; 0,6;26; 8,3;33; 10,6;-;-;-;-
V;;188;65;087;0006;Stadtpark Wiehe;;;;1;1;865;545; 63,0;9;536;8;537;263; 49,1;257; 47,9;38; 7,1;41; 7,6;104; 19,4;86; 16,0;73; 13,6;75; 14,0;12; 2,2;13; 2,4;8; 1,5;7; 1,3;-;-;7; 1,3;-;-;2; 0,4;1; 0,2;1; 0,2;-;-;1; 0,2;37; 6,9;47; 8,8;-;-;-;-
V;;188;65;087;0007;Einkaufzentrum Wiehe;;;;1;1;477;306; 64,2;3;303;4;302;166; 54,8;161; 53,3;29; 9,6;24; 7,9;44; 14,5;39; 12,9;38; 12,5;38; 12,6;7; 2,3;9; 3,0;1; 0,3;4; 1,3;-;-;1; 0,3;-;-;3; 1,0;1; 0,3;-;-;-;-;2; 0,7;17; 5,6;21; 7,0;-;-;-;-
V;;188;65;087;0008;Bürgerhaus Langenroda;;;;1;1;174;119; 68,4;2;117;2;117;62; 53,0;58; 49,6;9; 7,7;11; 9,4;25; 21,4;17; 14,5;14; 12,0;12; 10,3;1; 0,9;6; 5,1;-;-;3; 2,6;-;-;1; 0,9;-;-;1; 0,9;-;-;-;-;-;-;-;-;6; 5,1;8; 6,8;-;-;-;-
V;;188;65;087;0009;Turnhalle Donndorf;;;;1;1;414;295; 71,3;2;293;3;292;140; 47,8;136; 46,6;12; 4,1;13; 4,5;65; 22,2;52; 17,8;39; 13,3;38; 13,0;9; 3,1;14; 4,8;1; 0,3;3; 1,0;-;-;3; 1,0;-;-;6; 2,1;3; 1,0;2; 0,7;-;-;-;-;24; 8,2;25; 8,6;-;-;-;-
V;;188;65;087;0010;Feuerwehrdepot Kloster Donndorf;;;;1;1;179;97; 54,2;3;94;4;93;27; 28,7;27; 29,0;10; 10,6;11; 11,8;26; 27,7;22; 23,7;18; 19,1;19; 20,4;1; 1,1;1; 1,1;2; 2,1;1; 1,1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10; 10,6;12; 12,9;-;-;-;-
V;;188;65;087;0011;Nausitz  1;;;;1;1;132;96; 72,7;3;93;2;94;45; 48,4;47; 50,0;7; 7,5;5; 5,3;20; 21,5;16; 17,0;10; 10,8;13; 13,8;-;-;-;-;2; 2,2;3; 3,2;-;-;1; 1,1;-;-;-;-;-;-;-;-;-;-;1; 1,1;9; 9,7;8; 8,5;-;-;-;-
V;;188;65;087;9001;Briefwahl;;;;1;1;-;975;-;10;965;7;968;277; 28,7;270; 27,9;124; 12,8;112; 11,6;246; 25,5;211; 21,8;152; 15,8;176; 18,2;24; 2,5;28; 2,9;30; 3,1;33; 3,4;-;-;11; 1,1;-;-;5; 0,5;1; 0,1;1; 0,1;-;-;3; 0,3;111; 11,5;118; 12,2;-;-;-;-
V;G;188;65;088;0000;An der Schmücke, Stadt;;;;9;9;4866;2907; 59,7;26;2881;29;2878;1634; 56,7;1616; 56,2;186; 6,5;176; 6,1;462; 16,0;409; 14,2;346; 12,0;371; 12,9;43; 1,5;50; 1,7;26; 0,9;31; 1,1;-;-;13; 0,5;-;-;6; 0,2;5; 0,2;2; 0,1;-;-;7; 0,2;179; 6,2;197; 6,8;-;-;-;-
V;;188;65;088;0001;Oldisleben  1 (Feuerwehr);;;;1;1;807;495; 61,3;2;493;2;493;275; 55,8;277; 56,2;34; 6,9;31; 6,3;89; 18,1;70; 14,2;56; 11,4;66; 13,4;8; 1,6;13; 2,6;3; 0,6;4; 0,8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2; 0,4;28; 5,7;30; 6,1;-;-;-;-
V;;188;65;088;0002;Oldisleben  2 (Rathaus);;;;1;1;672;343; 51,0;2;341;2;341;212; 62,2;208; 61,0;11; 3,2;14; 4,1;52; 15,2;52; 15,2;34; 10,0;33; 9,7;4; 1,2;5; 1,5;2; 0,6;4; 1,2;-;-;-;-;-;-;-;-;1; 0,3;1; 0,3;-;-;-;-;25; 7,3;24; 7,0;-;-;-;-
